Date/Time,Type,CO2 (ppm),Temp (C),Humidity (%),Source File
2024-12-02 01:22:39,Baseline,379.425,28.17,37.38,2_masks_12_1_24.txt
2024-12-02 01:22:40,Baseline,379.425,28.17,37.38,2_masks_12_1_24.txt
2024-12-02 01:22:38,Baseline,380.875,28.21,37.41,2_masks_12_1_24.txt
2024-12-02 01:18:24,Baseline,420.265,24.66,40.22,2_masks_12_1_24.txt
2024-12-02 01:18:25,Baseline,420.265,24.66,40.22,2_masks_12_1_24.txt
2024-12-02 01:18:23,Baseline,422.5475,24.65,39.16,2_masks_12_1_24.txt
2024-12-02 01:49:00,Baseline,583.2475,26.63,33.18,1.txt
2024-12-02 01:49:01,Baseline,583.2475,26.63,33.18,1.txt
2024-12-02 01:49:00,Baseline,583.2475,26.63,33.18,1_mask_12_1_24.txt
2024-12-02 01:49:01,Baseline,583.2475,26.63,33.18,1_mask_12_1_24.txt
2024-12-02 01:49:02,Baseline,602.9075,26.51,33.77,1.txt
2024-12-02 01:49:02,Baseline,602.9075,26.51,33.77,1_mask_12_1_24.txt
2024-12-02 01:49:17,Baseline,634.3575,24.79,33.56,1.txt
2024-12-02 01:49:17,Baseline,634.3575,24.79,33.56,1_mask_12_1_24.txt
2024-12-02 01:49:16,Baseline,646.9525,24.89,32.68,1.txt
2024-12-02 01:49:16,Baseline,646.9525,24.89,32.68,1_mask_12_1_24.txt
2024-12-02 01:49:15,Baseline,768.125,24.86,32.12,1.txt
2024-12-02 01:49:15,Baseline,768.125,24.86,32.12,1_mask_12_1_24.txt
2024-12-02 01:22:59,End of Breath IN,1261.28,28.51,50.18,2_masks_12_1_24.txt
2024-12-02 01:23:00,End of Breath IN,1261.28,28.51,50.18,2_masks_12_1_24.txt
2024-12-02 01:30:39,End of Breath IN,1445.4025,34.4,61.76,2_masks_12_1_24.txt
2024-12-02 01:30:40,End of Breath IN,1445.4025,34.4,61.76,2_masks_12_1_24.txt
2024-12-02 01:22:58,End of Breath IN,1451.2375,28.52,49.74,2_masks_12_1_24.txt
2024-12-02 01:24:37,End of Breath IN,1628.7325,32.56,60.65,2_masks_12_1_24.txt
2024-12-02 01:30:38,End of Breath IN,1698.0625,34.4,60.68,2_masks_12_1_24.txt
2024-12-02 01:19:58,End of Breath IN,1704.22,26.81,73.32,2_masks_12_1_24.txt
2024-12-02 01:24:35,End of Breath IN,1922.225,32.66,64.58,2_masks_12_1_24.txt
2024-12-02 01:24:36,End of Breath IN,1922.225,32.66,64.58,2_masks_12_1_24.txt
2024-12-02 01:55:41,End of Breath IN,1950.32,33.22,51.73,1.txt
2024-12-02 01:55:42,End of Breath IN,1950.32,33.22,51.73,1.txt
2024-12-02 01:55:41,End of Breath IN,1950.32,33.22,51.73,1_mask_12_1_24.txt
2024-12-02 01:55:42,End of Breath IN,1950.32,33.22,51.73,1_mask_12_1_24.txt
2024-12-02 01:32:15,End of Breath IN,2083.1975,34.02,41.44,2_masks_12_1_24.txt
2024-12-02 01:32:16,End of Breath IN,2083.1975,34.02,41.44,2_masks_12_1_24.txt
2024-12-02 01:55:39,End of Breath IN,2170.845,33.26,53.6,1.txt
2024-12-02 01:55:39,End of Breath IN,2170.845,33.26,53.6,1_mask_12_1_24.txt
2024-12-02 01:33:22,End of Breath IN,2360.0875,34.06,50.26,2_masks_12_1_24.txt
2024-12-02 01:56:50,End of Breath IN,2426.145,33.63,62.86,1.txt
2024-12-02 01:56:50,End of Breath IN,2426.145,33.63,62.86,1_mask_12_1_24.txt
2024-12-02 01:32:14,End of Breath IN,2645.4775,34.35,51.06,2_masks_12_1_24.txt
2024-12-02 02:01:26,End of Breath IN,2645.53,33.63,54.22,1.txt
2024-12-02 02:01:27,End of Breath IN,2645.53,33.63,54.22,1.txt
2024-12-02 02:01:26,End of Breath IN,2645.53,33.63,54.22,1_mask_12_1_24.txt
2024-12-02 02:01:27,End of Breath IN,2645.53,33.63,54.22,1_mask_12_1_24.txt
2024-12-02 01:24:11,End of Breath IN,2649.6625,31.89,61.8,2_masks_12_1_24.txt
2024-12-02 01:24:12,End of Breath IN,2649.6625,31.89,61.8,2_masks_12_1_24.txt
2024-12-02 01:51:42,End of Breath IN,2731.5975,30.71,66.36,1.txt
2024-12-02 01:51:42,End of Breath IN,2731.5975,30.71,66.36,1_mask_12_1_24.txt
2024-12-02 02:03:10,End of Breath IN,2759.055,33.53,54.83,1.txt
2024-12-02 02:03:10,End of Breath IN,2759.055,33.53,54.83,1_mask_12_1_24.txt
2024-12-02 01:56:10,End of Breath IN,2795.315,33.16,59.64,1.txt
2024-12-02 01:56:10,End of Breath IN,2795.315,33.16,59.64,1_mask_12_1_24.txt
2024-12-02 01:33:21,End of Breath IN,2826.255,34.03,46.83,2_masks_12_1_24.txt
2024-12-02 01:51:11,End of Breath IN,2883.61,30.05,68.62,1.txt
2024-12-02 01:51:12,End of Breath IN,2883.61,30.05,68.62,1.txt
2024-12-02 01:51:11,End of Breath IN,2883.61,30.05,68.62,1_mask_12_1_24.txt
2024-12-02 01:51:12,End of Breath IN,2883.61,30.05,68.62,1_mask_12_1_24.txt
2024-12-02 01:56:48,End of Breath IN,2928.77,33.63,60.35,1.txt
2024-12-02 01:56:49,End of Breath IN,2928.77,33.63,60.35,1.txt
2024-12-02 01:56:48,End of Breath IN,2928.77,33.63,60.35,1_mask_12_1_24.txt
2024-12-02 01:56:49,End of Breath IN,2928.77,33.63,60.35,1_mask_12_1_24.txt
2024-12-02 01:52:32,End of Breath IN,2961.585,31.69,60.95,1.txt
2024-12-02 01:52:32,End of Breath IN,2961.585,31.69,60.95,1_mask_12_1_24.txt
2024-12-02 02:01:25,End of Breath IN,3073.48,33.7,56.56,1.txt
2024-12-02 02:01:25,End of Breath IN,3073.48,33.7,56.56,1_mask_12_1_24.txt
2024-12-02 02:03:09,End of Breath IN,3073.8525,33.52,51.99,1.txt
2024-12-02 02:03:09,End of Breath IN,3073.8525,33.52,51.99,1_mask_12_1_24.txt
2024-12-02 02:05:38,End of Breath IN,3098.0325,33.96,52.94,1.txt
2024-12-02 02:05:39,End of Breath IN,3098.0325,33.96,52.94,1.txt
2024-12-02 02:05:38,End of Breath IN,3098.0325,33.96,52.94,1_mask_12_1_24.txt
2024-12-02 02:05:39,End of Breath IN,3098.0325,33.96,52.94,1_mask_12_1_24.txt
2024-12-02 02:04:08,End of Breath IN,3154.445,33.86,45.66,1.txt
2024-12-02 02:04:08,End of Breath IN,3154.445,33.86,45.66,1_mask_12_1_24.txt
2024-12-02 02:05:13,End of Breath IN,3189.29,34.02,54.14,1.txt
2024-12-02 02:05:13,End of Breath IN,3189.29,34.02,54.14,1_mask_12_1_24.txt
2024-12-02 01:31:39,End of Breath IN,3287.4575,34.24,52.25,2_masks_12_1_24.txt
2024-12-02 01:31:40,End of Breath IN,3287.4575,34.24,52.25,2_masks_12_1_24.txt
2024-12-02 01:26:05,End of Breath IN,3331.65,32.71,51.2,2_masks_12_1_24.txt
2024-12-02 01:33:20,End of Breath IN,3362.03,34.11,48.25,2_masks_12_1_24.txt
2024-12-02 02:04:38,End of Breath IN,3399.585,33.93,55.18,1.txt
2024-12-02 02:04:39,End of Breath IN,3399.585,33.93,55.18,1.txt
2024-12-02 02:04:38,End of Breath IN,3399.585,33.93,55.18,1_mask_12_1_24.txt
2024-12-02 02:04:39,End of Breath IN,3399.585,33.93,55.18,1_mask_12_1_24.txt
2024-12-02 02:02:17,End of Breath IN,3405.35,33.12,48.39,1.txt
2024-12-02 02:02:18,End of Breath IN,3405.35,33.12,48.39,1.txt
2024-12-02 02:02:17,End of Breath IN,3405.35,33.12,48.39,1_mask_12_1_24.txt
2024-12-02 02:02:18,End of Breath IN,3405.35,33.12,48.39,1_mask_12_1_24.txt
2024-12-02 01:28:20,End of Breath IN,3420.0525,33.7,50.73,2_masks_12_1_24.txt
2024-12-02 01:28:21,End of Breath IN,3420.0525,33.7,50.73,2_masks_12_1_24.txt
2024-12-02 02:02:43,End of Breath IN,3430.345,33.73,57.3,1.txt
2024-12-02 02:02:43,End of Breath IN,3430.345,33.73,57.3,1_mask_12_1_24.txt
2024-12-02 02:03:08,End of Breath IN,3432.795,33.52,51.72,1.txt
2024-12-02 02:03:08,End of Breath IN,3432.795,33.52,51.72,1_mask_12_1_24.txt
2024-12-02 02:04:06,End of Breath IN,3458.005,34,51.38,1.txt
2024-12-02 02:04:07,End of Breath IN,3458.005,34,51.38,1.txt
2024-12-02 02:04:06,End of Breath IN,3458.005,34,51.38,1_mask_12_1_24.txt
2024-12-02 02:04:07,End of Breath IN,3458.005,34,51.38,1_mask_12_1_24.txt
2024-12-02 01:58:14,End of Breath IN,3499.56,33.96,58.22,1.txt
2024-12-02 01:58:14,End of Breath IN,3499.56,33.96,58.22,1_mask_12_1_24.txt
2024-12-02 01:58:45,End of Breath IN,3541.87,34.03,58.04,1.txt
2024-12-02 01:58:45,End of Breath IN,3541.87,34.03,58.04,1_mask_12_1_24.txt
2024-12-02 02:05:37,End of Breath IN,3548.33,34.04,64.81,1.txt
2024-12-02 02:05:37,End of Breath IN,3548.33,34.04,64.81,1_mask_12_1_24.txt
2024-12-02 01:52:11,End of Breath IN,3605.825,31.31,64.77,1.txt
2024-12-02 01:52:12,End of Breath IN,3605.825,31.31,64.77,1.txt
2024-12-02 01:52:11,End of Breath IN,3605.825,31.31,64.77,1_mask_12_1_24.txt
2024-12-02 01:52:12,End of Breath IN,3605.825,31.31,64.77,1_mask_12_1_24.txt
2024-12-02 02:05:12,End of Breath IN,3695.2625,34.06,57.06,1.txt
2024-12-02 02:05:12,End of Breath IN,3695.2625,34.06,57.06,1_mask_12_1_24.txt
2024-12-02 01:29:49,End of Breath IN,3701.9825,34.53,63.93,2_masks_12_1_24.txt
2024-12-02 02:01:55,End of Breath IN,3753.1475,33.32,52.11,1.txt
2024-12-02 02:01:56,End of Breath IN,3753.1475,33.32,52.11,1.txt
2024-12-02 02:01:55,End of Breath IN,3753.1475,33.32,52.11,1_mask_12_1_24.txt
2024-12-02 02:01:56,End of Breath IN,3753.1475,33.32,52.11,1_mask_12_1_24.txt
2024-12-02 01:57:45,End of Breath IN,3823.495,33.52,61.2,1.txt
2024-12-02 01:57:45,End of Breath IN,3823.495,33.52,61.2,1_mask_12_1_24.txt
2024-12-02 01:51:40,End of Breath IN,3838.46,31.07,77.98,1.txt
2024-12-02 01:51:41,End of Breath IN,3838.46,31.07,77.98,1.txt
2024-12-02 01:51:40,End of Breath IN,3838.46,31.07,77.98,1_mask_12_1_24.txt
2024-12-02 01:51:41,End of Breath IN,3838.46,31.07,77.98,1_mask_12_1_24.txt
2024-12-02 01:59:11,End of Breath IN,3850.135,33.73,54.23,1.txt
2024-12-02 01:59:11,End of Breath IN,3850.135,33.73,54.23,1_mask_12_1_24.txt
2024-12-02 02:04:36,End of Breath IN,3872.3225,33.97,55.21,1.txt
2024-12-02 02:04:36,End of Breath IN,3872.3225,33.97,55.21,1_mask_12_1_24.txt
2024-12-02 01:26:03,End of Breath IN,3887.24,32.73,48.75,2_masks_12_1_24.txt
2024-12-02 01:26:04,End of Breath IN,3887.24,32.73,48.75,2_masks_12_1_24.txt
2024-12-02 01:31:38,End of Breath IN,3905.155,34.33,49.95,2_masks_12_1_24.txt
2024-12-02 01:28:19,End of Breath IN,3953.6175,33.7,46.85,2_masks_12_1_24.txt
2024-12-02 02:02:41,End of Breath IN,4028.4425,34.02,70.07,1.txt
2024-12-02 02:02:42,End of Breath IN,4028.4425,34.02,70.07,1.txt
2024-12-02 02:02:41,End of Breath IN,4028.4425,34.02,70.07,1_mask_12_1_24.txt
2024-12-02 02:02:42,End of Breath IN,4028.4425,34.02,70.07,1_mask_12_1_24.txt
2024-12-02 01:58:44,End of Breath IN,4042.9875,34.02,55.21,1.txt
2024-12-02 01:58:44,End of Breath IN,4042.9875,34.02,55.21,1_mask_12_1_24.txt
2024-12-02 01:35:12,End of Breath IN,4069.7,34.54,62.16,2_masks_12_1_24.txt
2024-12-02 01:29:47,End of Breath IN,4085.775,34.48,58.18,2_masks_12_1_24.txt
2024-12-02 01:29:48,End of Breath IN,4085.775,34.48,58.18,2_masks_12_1_24.txt
2024-12-02 02:05:11,End of Breath IN,4092.9575,34.13,63.77,1.txt
2024-12-02 02:05:11,End of Breath IN,4092.9575,34.13,63.77,1_mask_12_1_24.txt
2024-12-02 01:53:33,End of Breath IN,4146.5375,32.7,58.29,1.txt
2024-12-02 01:53:33,End of Breath IN,4146.5375,32.7,58.29,1_mask_12_1_24.txt
2024-12-02 02:02:16,End of Breath IN,4152.9475,33.04,47.64,1.txt
2024-12-02 02:02:16,End of Breath IN,4152.9475,33.04,47.64,1_mask_12_1_24.txt
2024-12-02 01:53:34,End of Breath IN,4171.69,32.7,58.05,1.txt
2024-12-02 01:53:35,End of Breath IN,4171.69,32.7,58.05,1.txt
2024-12-02 01:53:34,End of Breath IN,4171.69,32.7,58.05,1_mask_12_1_24.txt
2024-12-02 01:53:35,End of Breath IN,4171.69,32.7,58.05,1_mask_12_1_24.txt
2024-12-02 01:58:12,End of Breath IN,4204.015,33.96,58.89,1.txt
2024-12-02 01:58:13,End of Breath IN,4204.015,33.96,58.89,1.txt
2024-12-02 01:58:12,End of Breath IN,4204.015,33.96,58.89,1_mask_12_1_24.txt
2024-12-02 01:58:13,End of Breath IN,4204.015,33.96,58.89,1_mask_12_1_24.txt
2024-12-02 01:31:09,End of Breath IN,4216.6775,34.31,46.28,2_masks_12_1_24.txt
2024-12-02 01:31:10,End of Breath IN,4216.6775,34.31,46.28,2_masks_12_1_24.txt
2024-12-02 01:56:08,End of Breath IN,4243.8425,33.16,57.61,1.txt
2024-12-02 01:56:09,End of Breath IN,4243.8425,33.16,57.61,1.txt
2024-12-02 01:56:08,End of Breath IN,4243.8425,33.16,57.61,1_mask_12_1_24.txt
2024-12-02 01:56:09,End of Breath IN,4243.8425,33.16,57.61,1_mask_12_1_24.txt
2024-12-02 01:52:58,End of Breath IN,4263.2625,32.24,55.34,1.txt
2024-12-02 01:52:58,End of Breath IN,4263.2625,32.24,55.34,1_mask_12_1_24.txt
2024-12-02 01:54:44,End of Breath IN,4281.6025,33.39,52.7,1.txt
2024-12-02 01:54:44,End of Breath IN,4281.6025,33.39,52.7,1_mask_12_1_24.txt
2024-12-02 01:26:50,End of Breath IN,4315.3925,33.46,48.55,2_masks_12_1_24.txt
2024-12-02 01:26:51,End of Breath IN,4315.3925,33.46,48.55,2_masks_12_1_24.txt
2024-12-02 01:57:43,End of Breath IN,4346.775,33.48,57.99,1.txt
2024-12-02 01:57:44,End of Breath IN,4346.775,33.48,57.99,1.txt
2024-12-02 01:57:43,End of Breath IN,4346.775,33.48,57.99,1_mask_12_1_24.txt
2024-12-02 01:57:44,End of Breath IN,4346.775,33.48,57.99,1_mask_12_1_24.txt
2024-12-02 01:55:07,End of Breath IN,4347.3325,33.45,54.9,1.txt
2024-12-02 01:55:08,End of Breath IN,4347.3325,33.45,54.9,1.txt
2024-12-02 01:55:07,End of Breath IN,4347.3325,33.45,54.9,1_mask_12_1_24.txt
2024-12-02 01:55:08,End of Breath IN,4347.3325,33.45,54.9,1_mask_12_1_24.txt
2024-12-02 02:01:54,End of Breath IN,4355.4125,33.32,48.33,1.txt
2024-12-02 02:01:54,End of Breath IN,4355.4125,33.32,48.33,1_mask_12_1_24.txt
2024-12-02 01:38:15,End of Breath IN,4358.6975,34.62,58.47,2_masks_12_1_24.txt
2024-12-02 02:03:37,End of Breath IN,4388.23,34.13,62.04,1.txt
2024-12-02 02:03:37,End of Breath IN,4388.23,34.13,62.04,1_mask_12_1_24.txt
2024-12-02 01:36:13,End of Breath IN,4411.455,34.35,59.03,2_masks_12_1_24.txt
2024-12-02 01:25:37,End of Breath IN,4428.7225,33.36,50.31,2_masks_12_1_24.txt
2024-12-02 01:25:38,End of Breath IN,4428.7225,33.36,50.31,2_masks_12_1_24.txt
2024-12-02 01:50:48,End of Breath IN,4453.865,29.92,72.5,1.txt
2024-12-02 01:50:48,End of Breath IN,4453.865,29.92,72.5,1_mask_12_1_24.txt
2024-12-02 01:23:24,End of Breath IN,4456.5275,29.75,64.98,2_masks_12_1_24.txt
2024-12-02 01:32:45,End of Breath IN,4466.9225,33.77,46.97,2_masks_12_1_24.txt
2024-12-02 01:32:46,End of Breath IN,4466.9225,33.77,46.97,2_masks_12_1_24.txt
2024-12-02 01:52:10,End of Breath IN,4498.2575,31.73,79.22,1.txt
2024-12-02 01:52:10,End of Breath IN,4498.2575,31.73,79.22,1_mask_12_1_24.txt
2024-12-02 02:00:17,End of Breath IN,4536.66,33.67,45.76,1.txt
2024-12-02 02:00:17,End of Breath IN,4536.66,33.67,45.76,1_mask_12_1_24.txt
2024-12-02 01:59:09,End of Breath IN,4596.9125,33.73,50.75,1.txt
2024-12-02 01:59:10,End of Breath IN,4596.9125,33.73,50.75,1.txt
2024-12-02 01:59:09,End of Breath IN,4596.9125,33.73,50.75,1_mask_12_1_24.txt
2024-12-02 01:59:10,End of Breath IN,4596.9125,33.73,50.75,1_mask_12_1_24.txt
2024-12-02 01:50:26,End of Breath IN,4604.4325,29.78,69.2,1.txt
2024-12-02 01:50:26,End of Breath IN,4604.4325,29.78,69.2,1_mask_12_1_24.txt
2024-12-02 01:24:10,End of Breath IN,4643.055,31.97,72.38,2_masks_12_1_24.txt
2024-12-02 01:31:08,End of Breath IN,4666.8575,34.4,46.56,2_masks_12_1_24.txt
2024-12-02 01:59:48,End of Breath IN,4671.055,33.65,48.89,1.txt
2024-12-02 01:59:49,End of Breath IN,4671.055,33.65,48.89,1.txt
2024-12-02 01:59:48,End of Breath IN,4671.055,33.65,48.89,1_mask_12_1_24.txt
2024-12-02 01:59:49,End of Breath IN,4671.055,33.65,48.89,1_mask_12_1_24.txt
2024-12-02 02:03:35,End of Breath IN,4769.7225,34.18,69.23,1.txt
2024-12-02 02:03:36,End of Breath IN,4769.7225,34.18,69.23,1.txt
2024-12-02 02:03:35,End of Breath IN,4769.7225,34.18,69.23,1_mask_12_1_24.txt
2024-12-02 02:03:36,End of Breath IN,4769.7225,34.18,69.23,1_mask_12_1_24.txt
2024-12-02 01:25:36,End of Breath IN,4788.005,33.45,55.13,2_masks_12_1_24.txt
2024-12-02 01:36:11,End of Breath IN,4801.0275,34.4,57.83,2_masks_12_1_24.txt
2024-12-02 01:36:12,End of Breath IN,4801.0275,34.4,57.83,2_masks_12_1_24.txt
2024-12-02 01:38:13,End of Breath IN,4807.565,34.77,69.49,2_masks_12_1_24.txt
2024-12-02 01:38:14,End of Breath IN,4807.565,34.77,69.49,2_masks_12_1_24.txt
2024-12-02 01:33:49,End of Breath IN,4831.6175,34.04,55.48,2_masks_12_1_24.txt
2024-12-02 01:33:50,End of Breath IN,4831.6175,34.04,55.48,2_masks_12_1_24.txt
2024-12-02 01:40:30,End of Breath IN,4855.5525,34.66,62.38,2_masks_12_1_24.txt
2024-12-02 01:40:31,End of Breath IN,4855.5525,34.66,62.38,2_masks_12_1_24.txt
2024-12-02 01:26:49,End of Breath IN,4885.045,33.59,59.49,2_masks_12_1_24.txt
2024-12-02 01:58:43,End of Breath IN,4899.6125,34.07,52.14,1.txt
2024-12-02 01:58:43,End of Breath IN,4899.6125,34.07,52.14,1_mask_12_1_24.txt
2024-12-02 01:37:11,End of Breath IN,4917.305,34.55,57.4,2_masks_12_1_24.txt
2024-12-02 01:35:10,End of Breath IN,4919.755,34.55,60.39,2_masks_12_1_24.txt
2024-12-02 01:35:11,End of Breath IN,4919.755,34.55,60.39,2_masks_12_1_24.txt
2024-12-02 02:00:16,End of Breath IN,4950.98,33.7,51.3,1.txt
2024-12-02 02:00:16,End of Breath IN,4950.98,33.7,51.3,1_mask_12_1_24.txt
2024-12-02 01:37:43,End of Breath IN,4979.8325,34.59,50.09,2_masks_12_1_24.txt
2024-12-02 01:37:44,End of Breath IN,4979.8325,34.59,50.09,2_masks_12_1_24.txt
2024-12-02 01:52:30,End of Breath IN,5009.4525,31.64,70.21,1.txt
2024-12-02 01:52:31,End of Breath IN,5009.4525,31.64,70.21,1.txt
2024-12-02 01:52:30,End of Breath IN,5009.4525,31.64,70.21,1_mask_12_1_24.txt
2024-12-02 01:52:31,End of Breath IN,5009.4525,31.64,70.21,1_mask_12_1_24.txt
2024-12-02 01:54:17,End of Breath IN,5062.2675,33.24,56.97,1.txt
2024-12-02 01:54:17,End of Breath IN,5062.2675,33.24,56.97,1_mask_12_1_24.txt
2024-12-02 01:23:48,End of Breath IN,5070.0675,31.2,60.15,2_masks_12_1_24.txt
2024-12-02 01:23:49,End of Breath IN,5070.0675,31.2,60.15,2_masks_12_1_24.txt
2024-12-02 02:00:52,End of Breath IN,5084.7775,33.92,53.44,1.txt
2024-12-02 02:00:52,End of Breath IN,5084.7775,33.92,53.44,1_mask_12_1_24.txt
2024-12-02 01:38:58,End of Breath IN,5143.2625,34.65,59.19,2_masks_12_1_24.txt
2024-12-02 01:38:59,End of Breath IN,5143.2625,34.65,59.19,2_masks_12_1_24.txt
2024-12-02 01:57:20,End of Breath IN,5226.2925,33.48,55.01,1.txt
2024-12-02 01:57:21,End of Breath IN,5226.2925,33.48,55.01,1.txt
2024-12-02 01:57:20,End of Breath IN,5226.2925,33.48,55.01,1_mask_12_1_24.txt
2024-12-02 01:57:21,End of Breath IN,5226.2925,33.48,55.01,1_mask_12_1_24.txt
2024-12-02 01:34:38,End of Breath IN,5281.8925,34.37,60.18,2_masks_12_1_24.txt
2024-12-02 01:34:39,End of Breath IN,5281.8925,34.37,60.18,2_masks_12_1_24.txt
2024-12-02 01:54:43,End of Breath IN,5392.9825,33.46,58.83,1.txt
2024-12-02 01:54:43,End of Breath IN,5392.9825,33.46,58.83,1_mask_12_1_24.txt
2024-12-02 01:37:42,End of Breath IN,5427.305,34.66,53.14,2_masks_12_1_24.txt
2024-12-02 02:00:15,End of Breath IN,5434.465,33.99,68.7,1.txt
2024-12-02 02:00:15,End of Breath IN,5434.465,33.99,68.7,1_mask_12_1_24.txt
2024-12-02 01:52:56,End of Breath IN,5438.33,32.28,63.06,1.txt
2024-12-02 01:52:57,End of Breath IN,5438.33,32.28,63.06,1.txt
2024-12-02 01:52:56,End of Breath IN,5438.33,32.28,63.06,1_mask_12_1_24.txt
2024-12-02 01:52:57,End of Breath IN,5438.33,32.28,63.06,1_mask_12_1_24.txt
2024-12-02 01:26:27,End of Breath IN,5449.3475,33.06,51.53,2_masks_12_1_24.txt
2024-12-02 01:27:42,End of Breath IN,5451.66,34.07,62.22,2_masks_12_1_24.txt
2024-12-02 01:27:43,End of Breath IN,5451.66,34.07,62.22,2_masks_12_1_24.txt
2024-12-02 01:59:46,End of Breath IN,5586.7575,33.63,46.1,1.txt
2024-12-02 01:59:46,End of Breath IN,5586.7575,33.63,46.1,1_mask_12_1_24.txt
2024-12-02 01:32:44,End of Breath IN,5687.2425,33.79,49.89,2_masks_12_1_24.txt
2024-12-02 01:39:18,End of Breath IN,5694.965,34.75,63.69,2_masks_12_1_24.txt
2024-12-02 01:39:19,End of Breath IN,5694.965,34.75,63.69,2_masks_12_1_24.txt
2024-12-02 01:30:03,End of Breath IN,5709.865,34.78,69.52,2_masks_12_1_24.txt
2024-12-02 01:54:15,End of Breath IN,5723.33,33.22,54.97,1.txt
2024-12-02 01:54:16,End of Breath IN,5723.33,33.22,56.97,1.txt
2024-12-02 01:54:15,End of Breath IN,5723.33,33.22,54.97,1_mask_12_1_24.txt
2024-12-02 01:54:16,End of Breath IN,5723.33,33.22,56.97,1_mask_12_1_24.txt
2024-12-02 02:00:49,End of Breath IN,5733.7575,33.93,54.64,1.txt
2024-12-02 02:00:51,End of Breath IN,5733.7575,33.93,54.64,1.txt
2024-12-02 02:00:49,End of Breath IN,5733.7575,33.93,54.64,1_mask_12_1_24.txt
2024-12-02 02:00:51,End of Breath IN,5733.7575,33.93,54.64,1_mask_12_1_24.txt
2024-12-02 01:34:36,End of Breath IN,5764.98,34.43,64.02,2_masks_12_1_24.txt
2024-12-02 01:40:29,End of Breath IN,5787.035,34.79,71.67,2_masks_12_1_24.txt
2024-12-02 01:55:06,End of Breath IN,5810.035,33.62,62.99,1.txt
2024-12-02 01:55:06,End of Breath IN,5810.035,33.62,62.99,1_mask_12_1_24.txt
2024-12-02 01:26:25,End of Breath IN,5838.34,33.06,51.34,2_masks_12_1_24.txt
2024-12-02 01:26:26,End of Breath IN,5838.34,33.06,51.34,2_masks_12_1_24.txt
2024-12-02 01:51:10,End of Breath IN,5849.8375,30.11,74.2,1.txt
2024-12-02 01:51:10,End of Breath IN,5849.8375,30.11,74.2,1_mask_12_1_24.txt
2024-12-02 01:33:48,End of Breath IN,5912.08,34.4,73.46,2_masks_12_1_24.txt
2024-12-02 01:37:09,End of Breath IN,5920.6775,34.72,65.84,2_masks_12_1_24.txt
2024-12-02 01:37:10,End of Breath IN,5920.6775,34.72,65.84,2_masks_12_1_24.txt
2024-12-02 01:57:18,End of Breath IN,5922.305,33.52,52.6,1.txt
2024-12-02 01:57:18,End of Breath IN,5922.305,33.52,52.6,1_mask_12_1_24.txt
2024-12-02 01:38:57,End of Breath IN,6070.1975,34.68,61.87,2_masks_12_1_24.txt
2024-12-02 01:36:39,End of Breath IN,6134.705,34.27,47.93,2_masks_12_1_24.txt
2024-12-02 01:27:41,End of Breath IN,6404.5375,34.14,70.78,2_masks_12_1_24.txt
2024-12-02 01:39:17,End of Breath IN,6460.8375,34.96,75.8,2_masks_12_1_24.txt
2024-12-02 01:29:16,End of Breath IN,6517.5725,33.92,50.28,2_masks_12_1_24.txt
2024-12-02 01:36:37,End of Breath IN,6574.8475,34.4,56.2,2_masks_12_1_24.txt
2024-12-02 01:36:38,End of Breath IN,6574.8475,34.4,56.2,2_masks_12_1_24.txt
2024-12-02 01:30:02,End of Breath IN,6643.66,34.86,78.44,2_masks_12_1_24.txt
2024-12-02 01:23:22,End of Breath IN,6664.2425,29.74,69.08,2_masks_12_1_24.txt
2024-12-02 01:23:23,End of Breath IN,6664.2425,29.74,69.08,2_masks_12_1_24.txt
2024-12-02 01:50:47,End of Breath IN,6677.36,30.01,79.76,1.txt
2024-12-02 01:50:47,End of Breath IN,6677.36,30.01,79.76,1_mask_12_1_24.txt
2024-12-02 01:50:24,End of Breath IN,6873.6975,30.02,73.99,1.txt
